,REGION,STATE,PRIMARY_COUNTY,SECONDARY_COUNTIES,AUTHORITY,POINT_OF_CONTACT_NAME,POINT_OF_CONTACT_STREET_1,POINT_OF_CONTACT_STREET_2,POINT_OF_CONTACT_CITY,POINT_OF_CONTACT_STATE,POINT_OF_CONTACT_ZIP,POINT_OF_CONTACT_PHONE,POINT_OF_CONTACT_FAX,POINT_OF_CONTACT_EMAIL,FACILITY_NAME,CWNS_NUMBER,OWNER_TYPE,PRIMARY_WATERSHED_HUC,PRIMARY_WATERSHED_NAME,SECONDARY_WATERSHEDS,PRIMARY_CONGRESSIONAL_DISTRICT,SECONDARY_CONGRESSIONAL_DIST,NPDES_PERMIT_NUMBER,PERMIT_TYPE,FACILITY_STREET_1,FACILITY_STREET_2,FACILITY_CITY,FACILITY_STATE,FACILITY_ZIP,SYSTEM_NAME,FACILITY_DESCRIPTION,MILITARY_IND,TMDL_IND,SOURCE_WATER_PROTECTION_IND,SMALL_COMMUNITY_EXCEPTION_IND,PRES_FACILITY_TYPE,PRES_FACILITY_OVERALL_TYPE,PRES_TREATMENT_PLANT_TYPE,PROJ_FACILITY_TYPE,PROJ_FACILITY_OVERALL_TYPE,PROJ_TREATMENT_PLANT_TYPE,COORDINATE_TYPE,LOCATION_DESCRIPTION,LATITUDE,LONGITUDE,HORIZONTAL_COORDINATE_DATUM,HORIZONTAL_COLLECTION_METHOD,SCALE,GEOGRAPHIC_LOCATION_SOURCE,MEASUREMENT_DATE,TRIBE_IND,SPECIAL_PROGRAM_AREAS,FACILITY_ID,REVIEW_STATUS,SMALL_COMMUNITY_IND,POTW_PRESENT_IND,POTW_PROJECTED_IND,DECENTRALIZED_ONLY_IND,CITIES_TOWNS
135,9,CA,San Luis Obispo,,Los Osos Community Services District,Bruce Buel,"P.O. Box 6064,",2122 9th Street,Los Osos,CA,93412,8055289370,8055289377,BBUEL@LOSOSOSCSD.ORG,Los Osos WWTF,06003031001,Public,18060006,Central Coastal,,24th Congressional District,,,,,,,,,,,N,N,N,N,Onsite Wastewater Treatment System,Decentralized Wastewater Treatment,,,,,,,,,,,,,,N,,1175399,Federal Accepted,N,,,Y,"ARroyo Trailer Park, Adelaida, Arroyo Grande, Asuncion, Atascadero, Avila Beach, Baywood Park, Bee Rock, Bern, Bromela, California Valley, Callender, Cambria, Cambria Pines, Capital Hill, Cayucos, Cholame, Chorro, Cienega Seabreeze Mobile Home Park, Creston, Cuesta-BY-the-Sea, Cuna Vista Mobile Home Park, Cushing, East Village, Edna, Estrella, Fairoaks, Garden Farms, Goldtree, Grande Mobile Manor Mobile Home Park, Grover Beach, Halcyon, Happy Hill, Harmony, Hathaway Place, Henry, Huasna, Hubert Place, Ken Mar Gardens Mobile Home Park, Klau, La Panza, Lake Nacimiento, Leimert, Linne, Lodge Hill, Los Berros, Los Osos, Marine Terrace, Martinez Place, McKay, Miles, Morro Bay, Newsom Springs, Nipomo, OLD Adobe, Oak Park, Oaks, Oceano, Oceano Beach, Park Hill, Paso Robles, Pippin Corner, Pismo Beach, Port San Luis, Portico Mobile Home AND Garden Park, Pozo, Rancho del Arroyo Mobile Home Park, Reeves Place, Renshaw Place, San Lawrence Terrace, San Luis Obispo, San Miguel, San Simeon, Santa Margarita, Serrano, Shandon, Shell Beach, Simmler, Sunset Palisades, Sycamore Springs, Templeton, Thyle, Tiber, Tin City, Todd Place, UNION, Unincorporated areas, Verde, Wellsona, West Village, Whitley Gardens, Wilson Corner"
136,9,CA,San Luis Obispo,,SAN LUIS OBISPO CSA #18,,,,,CA,,,,,COUNTRY CLUB EST WWTF,06003034001,Public,18060006,Central Coastal,,24th Congressional District,,,,18655 HWY 101 ,,Santa Margarita ,CA,93453,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,35.2863 N,120.8281 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,Morro Bay,1175400,Federal Accepted,Y,Y,Y,N,Santa Margarita
137,9,CA,San Luis Obispo,,San Simeon Acres Sanitary District,Ronald Head,9245 Balboa Avenue,,San Simeon,CA,93452-9746,8059274778,,,SAN SIMEON ACRES WWTF,06003036001,Public,18060006,Central Coastal,,24th Congressional District,,CA0047961,Individual Permit,9245 BALBOA ROAD,SAN SIMEON WWTP,SAN SIMEON,CA,93452,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,35.6116 N,121.1462 W,North American Datum of 1983,Interpolation-Map,,NPDES Permit,,N,,1175401,Federal Accepted,Y,Y,Y,N,Unincorporated areas
138,9,CA,San Diego,,RAMONA SANIT DIST,Chuck Duffy,105 Earlham Street,,Ramona,CA,92065-1599,7607891330,,,Santa Maria Reclamation Plant,06009027001,Public,18070304,San Diego,,50th Congressional District,,,,260 Sawday St,,Ramona,CA,92065,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,33.0494 N,116.8568 W,North American Datum of 1927,Address Matching-Block Face, ,Manual,22-APR-03,N,,1176062,Federal Accepted,N,Y,Y,N,Unincorporated areas
139,9,CA,San Diego,,Spring Valley Sanitation District,,,,,CA,,,,,Spring Valley Collection System,06009030001,Public,18070303,San Luis Rey-Escondido,,49th Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,33.0196 N,117.2706 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,,1176065,Federal Accepted,N,,,N,Unincorporated areas
140,9,CA,San Diego,,City of San Diego Metropolitan Wastewater Depart.,Scott Tulloch,9192 Topaz Way,,San Diego,CA,92123-1119,8582926300,,MWWD@SANDIEGO.GOV,Point Loma WWTF,06009031001,Public,18070304,San Diego,,52nd Congressional District,"51st Congressional District, 53rd Congressional District",CA0107409,Individual Permit,1902 GATCHELL ROAD,,SAN DIEGO,CA,92101,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,32.6667 N,117.2434 W,North American Datum of 1983,Address Matching-Other,,NPDES Permit,,N,,1176066,Federal Accepted,N,Y,Y,N,
141,9,CA,San Diego,,City of San Diego Metropolitan Wastewater Depart.,Scott Tulloch,9192 Topaz Way,,San Diego,CA,92123-1119,8582926300,,MWWD@SANDIEGO.GOV,North City WRP,06009031002,Public,18070304,San Diego,,52nd Congressional District,49th Congressional District,,,4949 Eastgate Mall,,San Diego,CA,92121,,,N,N,N,N,"Collection: Separate Sewers, Recycled Water Distribution, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Recycled Water Distribution, Treatment Plant",Wastewater,,Single Point,Center/Centroid,32.8813 N,117.1989 W,World Geodetic System of 1984,Address Matching-Block Face, ,Manual,14-JAN-05,N,,1176067,Federal Accepted,N,Y,Y,N,
142,9,CA,Orange,,"Laguna Beach, City of",Steve May,"505 Forest Avenue, Second Floor",,Laguna Beach,CA,92651,9494970351,9494970771,SMAY@LAGUNABEACHCITY.NET,Laguna Beach Collection System,06009033001,Public,18070301,Aliso-San Onofre,,48th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,33.546 N,117.7816 W,North American Datum of 1927,Address Matching-Block Face, ,Manual,25-FEB-03,N,,1176072,Federal Accepted,N,,,N,
143,9,CA,San Diego,,"LA MESA, CITY OF",Gregory Humora,8130 Allison Ave,,La Mesa,CA,91942,(619) 667 1166,,,La Mesa Collection System,06009034001,Public,18070304,San Diego,,53rd Congressional District,50th Congressional District,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,32.7661 N,117.0227 W,World Geodetic System of 1984,Address Matching-Block Face, ,Manual,09-JUL-03,N,,1176073,Federal Accepted,N,,,N,
144,9,CA,San Diego,,"Vista, City of",Steve Jepsen,P.O. Box 1988,,Vista,CA,92085,(760) 726-1340,(760) 639-6132,,Vista Collection System,06009035001,Public,18070303,San Luis Rey-Escondido,,49th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,33.2025 N,117.2354 W,North American Datum of 1927,Address Matching-House Number, ,Manual,21-FEB-03,N,,1176074,Federal Accepted,N,,,N,
145,9,CA,San Diego,,Padre Dam Municipal Water District,Gary Canfield,P.O. Box 719003,,Santee,CA,92071,6192584695,,,Padre Dam WRF,06009036001,Public,18070304,San Diego,,50th Congressional District,52nd Congressional District,CA0107492,Individual Permit,12001 N. FANITA PARKWAY,,SANTEE,CA,92072,,,N,N,N,N,"Collection: Separate Sewers, Recycled Water Distribution, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Recycled Water Distribution, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,32.8416 N,116.9612 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1176075,Federal Accepted,N,Y,Y,N,
146,9,CA,San Diego,,"OCEANSIDE, CITY OF",J. Long,"City of Oceanside, Water Utilities Depar",300 North Coast Highway,Oceanside,CA,92054,7609664869,,,LA SALINA WWTF,06009041001,Public,18070302,Santa Margarita,,49th Congressional District,,CA0107433,Individual Permit,1330 S. TAIT STREET,,OCEANSIDE,CA,92054,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,33.1802 N,117.371 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1176079,Federal Accepted,N,Y,Y,N,
147,9,CA,San Diego,,"OCEANSIDE, CITY OF",J. Long,"City of Oceanside, Water Utilities Depar",300 North Coast Highway,Oceanside,CA,92054,7609664869,,,Buena Vista Collection System,06009041003,Public,18070302,Santa Margarita,,49th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,33.1967 N,117.3797 W,World Geodetic System of 1984,Address Matching-House Number, ,Manual,08-AUG-01,N,,1176081,Federal Accepted,Y,,,N,
148,9,CA,San Diego,,"CARLSBAD, CITY OF",Lloyd B. Hubbs,2075 Las Palmas Drive,,Carlsbad,CA,92009,7606022730,,LHUBBS@CI.CARLSBAD.CA.US,Carlsbad Collection System,06009043001,Public,18070303,San Luis Rey-Escondido,,49th Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Recycled Water Distribution",Wastewater,,"Collection: Separate Sewers, Recycled Water Distribution",Wastewater,,Single Point,Facility/Station Location,33.1172 N,117.2765 W,North American Datum of 1927,Address Matching-House Number, ,Manual,21-FEB-03,N,,1176082,Federal Accepted,N,,,N,
149,9,CA,San Diego,,"DEL MAR, CITY OF",Joe Bride,1050 Camino Del Mar,,Del Mar,CA,92014,(858) 704-3681,,,Del Mar Collection System,06009046001,Public,18070304,San Diego,,49th Congressional District,52nd Congressional District,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,32.9704 N,117.2631 W,North American Datum of 1927,Address Matching-House Number, ,Manual,21-FEB-03,N,,1176084,Federal Accepted,Y,,,N,
150,9,CA,Yolo,,"WINTERS, CITY OF",Dan Sokolouv,318 First Street,,Winters,CA,95694,5307952820,,,WINTERS WWTF,06005236001,Public,18020154,Battle Creek-Sacramento River,,3rd Congressional District,,,,318 First Street,,Winters,CA,95694,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,38.5264 N,121.9694 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,San Francisco Estuary,1175723,Federal Accepted,Y,Y,Y,N,Unincorporated areas
151,9,CA,Calaveras,,MOKELUMNE HILL SD,Phil McCartney,P.O. Box 209,,Mokelumne Hill,CA,95245-0209,2092861317,,,MOKELUMNE HILL WWTF,06005238001,Public,18040011,Upper Calaveras,,4th Congressional District,,,,1475 Gorley Ln,,Rail Road Flat,CA,95248,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,38.3219 N,120.5108 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,27-SEP-01,N,,1175725,Federal Accepted,Y,Y,Y,N,Mokelumne Hill
152,9,CA,Contra Costa,,"City of Antioch, Community Development Department",Joseph Brandt,P.O. Box 5007,,Antioch,CA,94531-5007,9257797000,,,Antioch Collection System,06005239001,Public,18040003,San Joaquin Delta,,9th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,37.9996 N,121.8114 W,North American Datum of 1927,Zipcode-Centroid, ,Manual,16-JAN-03,N,San Francisco Estuary,1175726,Federal Accepted,N,,,N,
153,9,CA,Modoc,,"Alturas, City of",Stacy D. Chase,200 W. North Street,,Alturas,CA,96101-3938,5302332377,5302333559,,Alturas WWTP,06005240001,Public,18020002,Upper Pit,,1st Congressional District,,CA0078921,Individual Permit,CO RD #54,,ALTURAS,CA,96101,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,41.4733 N,120.558 W,North American Datum of 1983,Interpolation-Photo,24000,NPDES Permit,,N,,1175727,Federal Accepted,Y,Y,Y,N,
154,9,CA,Colusa,,ARBUCKLE PUBLIC UTILITY DISTRICT,James Scheimer,"308 5th Street, P.O. Box 207",,Arbuckle,CA,95912,5304762054,,,ARBUCKLE WWTF,06005241001,Public,18020104,Sacramento-Stone Corral,,3rd Congressional District,,,,104 5th Street,,Arbuckle,CA,95912,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,39.0075 N,122.0069 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175728,Federal Accepted,Y,Y,Y,N,
155,9,CA,Plumas,,QUINCY COMMUNITY SERVICES DISTRICT,Larry Sullivan,900 Spanish Creek Road,900 Spanish Creek Road,Quincy,CA,95971,5302830836,,,QUINCY TREATMENT PLANT,06005243001,Public,18020122,East Branch North Fork Feather,,1st Congressional District,,CA0078981,Individual Permit,900 SPANISH CREEK RD,,QUINCY,CA,95971,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Release Point,39.9457 N,120.9408 W,North American Datum of 1983,Interpolation-Map,24000,NPDES Permit,,N,,1175729,Federal Accepted,Y,Y,Y,N,Unincorporated areas
156,9,CA,Kings,,"CORCORAN, CITY OF",Steve Kroeker,1033 Chittenden Ave.,,Corcoran,CA,93212,5599922151,5599921408,SKROEKER@CO.KINGS.CA.US,Corcoran WWTF,06005246001,Public,18030012,Tulare-Buena Vista Lakes,,21st Congressional District,22nd Congressional District,,,832 Whitley Avenue,,Corcoran,CA,93212,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,36.0989 N,119.5594 W,North American Datum of 1983,Address Matching-House Number, ,Manual,14-FEB-01,N,,1175732,Federal Accepted,N,Y,Y,N,
157,9,CA,El Dorado,,EL DORADO IRRIGATION DISTRICT,Tim Sullivan,2890 Mosquito Road,,Placerville,CA,95667-4761,5306424177,5306228597,TSULLIVAN@EID.ORG,Deer Creek WWTP,06005249001,Public,18040013,Upper Cosumnes,,4th Congressional District,,CA0078662,Individual Permit,1565 DEER CREEK ROAD,,CAMERON PARK,CA,95682,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,38.6278 N,120.9842 W,North American Datum of 1983,GPS Carrier Phase Static Relative Position,,NPDES Permit,,N,,1175733,Federal Accepted,N,Y,Y,N,
158,9,CA,Solano,,"RIO VISTA, CITY OF",Joe Donabed,P.O. Box 745,,Rio Vista,CA,94571-0745,7073746451,,,RIO VISTA WWTF,06005253001,Public,18050001,Suisun Bay,,3rd Congressional District,,CA0079588,Individual Permit,1000 BEACH DRIVE,,RIO VISTA,CA,94571,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,38.1453 N,121.6954 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,San Francisco Estuary,1175738,Federal Accepted,Y,Y,Y,N,
159,9,CA,Lake,,"LAKE CSD, ID #1",Nick Ring,230 A North Main Street,,Lakeport,CA,95453,7072632273,,,LAKE CO SE REG WWTF,06005256001,Public,18020116,Upper Cache,,5th Congressional District,,,,231 A N. of Main Street,,Lakeport,CA,95453,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,39.0433 N,122.9158 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175739,Federal Accepted,N,Y,Y,N,Unincorporated areas
160,9,CA,Kings,,AVENAL COMM SERV DIST,Melissa Whitten,919 Skyline Boulevard,,Avenal,CA,93204,5593865766,,,AVENAL WWTF,06005261001,Public,18030012,Tulare-Buena Vista Lakes,,21st Congressional District,,,,1 Effluent Wy,,Avenal,CA,93204,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,36.0064 N,120.1253 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175742,Federal Accepted,Y,Y,Y,N,
161,9,CA,San Diego,,"Encinitas, City of",Lin Wurbs,505 South Vulcan Avenue,,Encinitas,CA,92024,7606332763,7606332818,LWURBS@CI.ENCINITAS.CA.US,Encinitas Collection System,06009047001,Public,18070303,San Luis Rey-Escondido,,49th Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,33.0459 N,117.2927 W,North American Datum of 1927,Address Matching-House Number, ,Manual,21-FEB-03,N,,1176085,Federal Accepted,N,,,N,Unincorporated areas
162,9,CA,San Diego,,"NATIONAL CITY, CITY OF",Burton S Myers,1243 National City Blvd.,,National City,CA,91950,(619) 336-4380,,,National City Collection System,06009050001,Public,18070304,San Diego,,51st Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,32.6722 N,117.1057 W,North American Datum of 1927,Address Matching-House Number, ,Manual,24-FEB-03,N,,1176087,Federal Accepted,N,,,N,
163,9,CA,San Diego,,Pauma Valley Community Services District,Ogden Watson,P.O. Box 434,,Pauma Valley,CA,92061-0434,6197421909,,,PAUMA VALLEY WWTF,06009053001,Public,18070303,San Luis Rey-Escondido,,50th Congressional District,,,,14911 Pauma Valley Drive,,Pauma Valley,CA,92061,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,33.3114 N,117.0058 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1176088,Federal Accepted,Y,Y,Y,N,Unincorporated areas
164,9,CA,Orange,,SANTA MARGARITA WATER DIS,Ron Henke,P.O. Box 2279,,Mission Viejo,CA,92691-2279,9494935225,,,OSO CREEK WWRF,06009074001,Public,18070301,Aliso-San Onofre,,45th Congressional District,49th Congressional District,,,"27142 La Paz Road,",,Mission Viejo,CA,92693,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,33.5967 N,117.6558 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1176093,Federal Accepted,N,Y,Y,N,Unincorporated areas
165,9,CA,Orange,,Moulton Niguel Water District,John V. Foley,P.O. Box 30203,,Laguna Niguel,CA,92607-0203,9498312500,9493603804,,MNWD WWTP 3-A,06009075001,Public,18070301,Aliso-San Onofre,,48th Congressional District,,,,Camino Capistrano,,Laguna Hills,CA,92653,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,33.5711 N,117.6736 W,North American Datum of 1983,Address Matching-House Number, ,Manual,25-JUL-01,N,,1176094,Federal Accepted,N,Y,Y,N,
166,9,CA,Orange,,Irvine Ranch  Water District,Soha Vazirnia,P.O. Box 57000,,Irvine,CA,92619-7000,9494535852,9494762854,VAZIRNIA@IRWD.COM,Los Alisos WRP,06009076001,Public,18070204,Newport Bay,,49th Congressional District,48th Congressional District,CA0107611,Individual Permit,34156 DEL OBISPO STREET,"30290 RANCHO VIEJO ROAD, SAN JUAN CAPISTRANO",DANA POINT,CA,92629,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Release Point,33.4631 N,117.6839 W,North American Datum of 1983,GPS Carrier Phase Static Relative Position,,NPDES Permit,,N,,1176095,Federal Accepted,N,Y,Y,N,
167,9,CA,Plumas,,BECKWOURTH CSA,Tom Hunter,520 Main Street,Room 120,Quincy,CA,95971,5302836268,,,BECKWOURTH WWTF,06005262001,Public,18020122,East Branch North Fork Feather,,1st Congressional District,,,,555 Main Street,,Quincy,CA,95971,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,39.9367 N,120.9467 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175743,Federal Accepted,Y,Y,Y,N,Unincorporated areas
168,9,CA,Fresno,,BIOLA COMM SERV DIST,Sally Hernandez,P.O. Box 57,,Biola,CA,93606-0057,5598432657,,,BIOLA WWTP,06005266001,Public,18040007,Upper Chowchilla-Upper Fresno,,16th Congressional District,,,,Afton Rd,,Gridley,CA,95948,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,39.4182 N,121.7689 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,,1175745,Federal Accepted,Y,Y,Y,N,Fresno
169,9,CA,Contra Costa,,BYRON SANITARY DISTRICT,Jim Elder,450 Walnut Meadows Drive,P.O. Box 1105,Oakley,CA,94561,9256252279,,,BYRON SAN DIS WWTF,06005271001,Public,18040003,San Joaquin Delta,,9th Congressional District,,,,450 Walnut Meadows Dr.,,Oakley,CA,94561,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,38.0036 N,121.7286 W,North American Datum of 1983,Address Matching-House Number, ,Manual,05-SEP-01,N,San Francisco Estuary,1175746,Federal Accepted,Y,Y,Y,N,Unincorporated areas
170,9,CA,Kern,,BUTTONWILLOW CWD,,,,,CA,,,,,BUTTONWILLOW WWTF,06005272001,Public,18040003,San Joaquin Delta,,21st Congressional District,,,,1/2 Mile N. of Buttonwillow,,Buttonwillow,CA,93206,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,37.7875 N,121.5921 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,San Francisco Estuary,1175747,Federal Accepted,Y,Y,Y,N,Buttonwillow
171,9,CA,Lake,,CLEARLAKE OAKS CWD,Richard Keating,P.O. Box 709,,Clearlake Oaks,CA,95423-0709,7079983322,,,CLEARLAKE OAKS WWTF,06005282001,Public,18020116,Upper Cache,,3rd Congressional District,,,,13705 Jensen Rd,,"Clearlake Oaks,",CA,95423,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,39.0919 N,122.6567 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,27-SEP-01,N,,1175749,Federal Accepted,Y,Y,Y,N,Unincorporated areas
172,9,CA,Kern,,East Niles Community Services District,,P.O. Box 6038,,Bakersfield,CA,93386-0038,6618712011,,,East Niles Collection System,06005288001,Public,18030012,Tulare-Buena Vista Lakes,,23rd Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,35.4179 N,118.876 W,World Geodetic System of 1984,Zipcode-Centroid, ,Manual,17-JUN-03,N,,1175751,Federal Accepted,N,,,N,Kern
