"CWNS_ID","FACILITY_ID","STATE_CODE","INFRASTRUCTURE_TYPE","FACILITY_TYPE","POPULATION_TYPE","TOTAL_RES_POPULATION_2022","TOTAL_RES_POPULATION_2042","CURRENT_EFFLUENT_TREATMENT_LEVEL","FUTURE_EFFLUENT_TREATMENT_LEVEL","PART_OF_SEWERSHED","NO_DISCHARGE_PERCENTAGE_2022","NO_DISCHARGE_PERCENTAGE_2042","NO_DISCHARGE_POPULATION_2022","NO_DISCHARGE_POPULATION_2042","LOCATION_TYPE","LATITUDE","LONGITUDE","DATUM","ADDRESS","ADDRESS_2","CITY_ID","CITY","ZIP_CODE","COUNTY_FIPS","COUNTY_NAME"
"42000117001",1195451,PA,Wastewater,Treatment Plant,Receiving Collection,1568,1568,Advanced,Advanced,,,,,,Point,"40.2709",-75.4591,NAD83,SPRING MOUNT RD,,,,"19492",,
"42000121002",1195456,PA,Wastewater,Treatment Plant,Receiving Collection,1584,1584,Advanced,Advanced,,,,,,Point,"39.9862",-75.5283,NAD83,"1751 TOWNE DR",,23267,West Chester,"19380","42029",Chester
"42000136001",1195474,PA,Wastewater,Treatment Plant,Receiving Collection,60579,60579,Secondary,Secondary,Y,,,,,Point,"40.1107",-75.3389,NAD83,"386 EAST WASHINGTON ST",,22717,Norristown,"19401","42029",Chester
"42000137001",1195475,PA,Wastewater,Treatment Plant,Receiving Collection,2044,2044,Advanced,Advanced,,,,,,Point,"40.3908",-75.4787,NAD83,FRYE ROAD,,22789,Pennsburg,"18073","42091",Montgomery
"42000137002",420980,PA,Wastewater,Treatment Plant,Receiving Collection,0,0,Secondary,Secondary,,,,,,,,,,,,,,,,
"42000138001",1195476,PA,Wastewater,Treatment Plant,Receiving Collection,39081,39081,Advanced,Advanced,Y,,,,,Point,"39.8565",-75.3982,NAD83,ONE GAMBLE LANE,,21609,Aston,"19014","42045",Delaware
"42000146001",1195483,PA,Wastewater,Treatment Plant,Receiving Collection,2262,2262,Advanced,Advanced,,,,,,Point,"40.3271",-75.0641,NAD83,"2380 DURHAM RD",,21742,Buckingham,"18912","42017",Bucks
"42000147001",1195484,PA,Wastewater,Treatment Plant,Receiving Collection,47007,47007,Advanced,Advanced,,,,,,Point,"40.2294",-75.3517,NAD83,"2225 KRIEBEL ROAD",,22393,Lansdale,"19446-5017","42091",Montgomery
"42000148001",1195485,PA,Wastewater,Treatment Plant,Receiving Collection,203867,203867,Advanced,Advanced,Y,,,,,Point,"40.1598",-74.8487,NAD83,"7900 ROUTE 13",,22431,Levittown,"19057","42017",Bucks
"42000149001",1195486,PA,Wastewater,Treatment Plant,Receiving Collection,1713,1713,Secondary,Secondary,,,,,,Point,"39.9776",-75.6848,NAD83,"1201 SAW MILL RD",,21955,Downingtown,"19335","42029",Chester
"42000150001",1195487,PA,Wastewater,Treatment Plant,Receiving Collection,1842,1842,Secondary,Advanced,Y,,,,,Point,"39.8229",-75.7856,NAD83,"126 WEST STATE ST",,21620,Avondale,"19311","42029",Chester
"42000151001",1227176,PA,Wastewater,Treatment Plant,Receiving Collection,6985,6985,Advanced,Advanced,Y,,,,,Point,"40.1023",-75.3255,NAD83,"375 RIVER RD",,21719,Bridgeport,"19405","42091",Montgomery
"42000152001",1195488,PA,Wastewater,Treatment Plant,Receiving Collection,3300,3300,Secondary,Advanced,,,,,,Point,"40.2059",-75.2881,NAD83,"54 ELM AVE",,22724,North Wales,"19454","42091",Montgomery
"42000180001",1195490,PA,Wastewater,Treatment Plant,Receiving Collection,20438,20438,Advanced,Advanced,,,,,,Point,"40.0854",-74.8872,NAD83,"1800 RIVER RD",,21898,Croydon,"19021","42017",Bucks
"42000181001",1195493,PA,Wastewater,Treatment Plant,Receiving Collection,13721,13721,Advanced,Advanced,Y,,,,,Point,"40.0965",-74.8529,NAD83,"706 LAKESIDE DRIVE",,23057,Southampton,"18966","42017",Bucks
"42000183001",1195495,PA,Wastewater,Treatment Plant,Receiving Collection,1858,1858,Advanced,Advanced,,,,,,Point,"40.3914",-75.1913,NAD83,"517 STONEBRIDGE RD",,21649,Bedminster,"18910","42017",Bucks
"42000202001",1195496,PA,Wastewater,Treatment Plant,Receiving Collection,3033,3033,Advanced,Advanced,Y,,,,,Point,"39.8136",-75.8436,NAD83,VALLEY RD,,23271,West Grove,"19390","42029",Chester
"42000513100",440840,PA,Wastewater,Treatment Plant,Receiving Collection,0,0,Secondary,Secondary,,,,,,,,,,,,,,,,
"42000894701",3030496,PA,Wastewater,Treatment Plant,Receiving Collection,511,511,Advanced,Advanced,,,,,,Point,"41.7773",-76.6255,NAD83,US ROUTE 6,,23175,Troy,"16947","42015",Bradford
"42001003001",1195501,PA,Wastewater,Treatment Plant,Receiving Collection,1533,1533,Secondary,Secondary,,,,,,Point,"40.3647",-76.9344,NAD83,"200 CHURCH ST., PO BOX 487",,21923,Dauphin,"17018","42043",Dauphin
"42001004001",1195502,PA,Wastewater,Treatment Plant,Receiving Collection,1264,1264,Secondary,Secondary,,,,,,Point,"40.1586",-76.0544,NAD83,"300 BROAD ST",,23142,Terre Hill,"17581-0250","42071",Lancaster
"42001007001",1195505,PA,Wastewater,Treatment Plant,Receiving Collection,10045,10045,Advanced,Advanced,Y,,,,,Point,"40.6471",-75.4704,NAD83,"118 BRIDGE STEET",,21784,Catasauqua,"18032","42077",Lehigh
"42001012001",1195509,PA,Wastewater,Treatment Plant,Receiving Collection,4868,4868,Secondary,Secondary,Y,,,,,Point,"40.5519",-75.9919,NAD83,FRONT & STATE STS,,22198,Hamburg,"19525","42011",Berks
"42001014001",1195510,PA,Wastewater,Treatment Plant,Receiving Collection,1158,1158,Secondary,Secondary,,,,,,Point,"39.9476",-75.9909,NAD83,"1200 VALLEY AVE",,21610,Atglen,"19310","42029",Chester
"42001017001",1195513,PA,Wastewater,Treatment Plant,Receiving Collection,17435,17435,Secondary,Secondary,Y,,,,,Point,"40.6231",-76.17,NAD83,ST CHARLES & LIBERTY STS,,22974,Schuylkill Haven,"17972","42107",Schuylkill
"42001019001",1227178,PA,Wastewater,Treatment Plant,Receiving Collection,14705,14705,Advanced,Advanced,Y,,,,,Point,"40.1368",-76.5833,NAD83,"101 AMOSITE ROAD",,22018,Elizabethtown,"17022","42071",Lancaster
"42001022001",1227179,PA,Wastewater,Treatment Plant,Receiving Collection,3601,3601,Secondary,Secondary,,,,,,Point,"40.707",-76.1774,NAD83,ST CLAIR-PORT CARBON HWY,SR 1001,,,"17970",,
"42001023001",1195517,PA,Wastewater,Treatment Plant,Receiving Collection,884,884,Advanced,Advanced,,,,,,Point,"40.4284",-76.113,NAD83,BOX 104,,23159,Topton,"19562-0104","42011",Berks
"42001024001",1227180,PA,Wastewater,Treatment Plant,Receiving Collection,9029,9029,Advanced,Advanced,Y,,,,,Point,"40.3151",-76.5869,NAD83,"910 E. BROAD STREET",,22768,Palmyra,"17078","42075",Lebanon
"42001029001",1195523,PA,Wastewater,Treatment Plant,Receiving Collection,7474,7474,Secondary,Advanced,Y,,,,,Point,"40.7973",-75.6052,NAD83,S THIRD ST END,,22767,Palmerton,"18071","42025",Carbon
"42001033001",1227182,PA,Wastewater,Treatment Plant,Receiving Collection,4810,4810,Secondary,Advanced,,,,,,Point,"40.3284",-76.5291,NAD83,US RTE 422 WEST,,21589,Annville,"17003","42075",Lebanon
"42001035001",1195527,PA,Wastewater,Treatment Plant,Receiving Collection,8026,8026,Secondary,Secondary,Y,,,,,Point,"40.0567",-76.5356,NAD83,"50 FURNACE ROAD",,22505,Marietta,"17547","42071",Lancaster
"42001037001",1195529,PA,Wastewater,Treatment Plant,Receiving Collection,4088,4088,Advanced,Advanced,,,,,,Point,"40.3404",-75.6819,NAD83,"290 BARTMAN AVE",,22144,Gilbertsville,"19525","42091",Montgomery
"42001040001",1195532,PA,Wastewater,Treatment Plant,Receiving Collection,22290,22290,Advanced,Advanced,Y,,,,,Point,"40.2612",-75.8413,NAD83,GIBRALTER & DEMOSS ROADS,,21678,Birdsboro,"19508","42011",Berks
"42001041001",1195534,PA,Wastewater,Treatment Plant,Receiving Collection,278,278,Advanced,Advanced,,,,,,Point,"40.4914",-76.1833,NAD83,"593 BRICKER ROAD",,21662,Bernville,"19506","42011",Berks
"42001045001",1195538,PA,Wastewater,Treatment Plant,Receiving Collection,4162,4162,Advanced,Advanced,Y,,,,,Point,"40.4558",-75.8203,NAD83,WALNUTTOWN RD,,22079,Fleetwood,"19522","42011",Berks
"42001047001",1195540,PA,Wastewater,Treatment Plant,Receiving Collection,16251,16251,Advanced,Advanced,Y,,,,,Point,"40.3411",-76.0171,NAD83,"2305 REEDY ROAD",,,,"19608",,
"42001048001",1195543,PA,Wastewater,Treatment Plant,Receiving Collection,2708,2708,Secondary,Secondary,,,,,,Point,"40.9354",-75.8263,NAD83,"10 WILBUR STREET",,23256,Weatherly,"18255-1437","42025",Carbon
"42001049001",1195544,PA,Wastewater,Treatment Plant,Receiving Collection,362,362,Advanced,Advanced,,,,,,Point,"40.5995",-76.8152,NAD83,N CHESTNUT ST,,21663,Berrysburg,"17005","42043",Dauphin
"42001050001",1195545,PA,Wastewater,Treatment Plant,Receiving Collection,1600,1600,Advanced,Advanced,,,,,,Point,"40.5738",-76.6931,NAD83,"305 WALNUT ST",,23302,Wiconisco,"17097","42043",Dauphin
"42001054001",1195550,PA,Wastewater,Treatment Plant,Receiving Collection,20468,20468,Advanced,Advanced,Y,,,,,Point,"40.1532",-76.2842,NAD83,"50 LITITZ RUN RD",,22451,Lititz,"17543-8503","42071",Lancaster
"42001061001",1195559,PA,Wastewater,Treatment Plant,Receiving Collection,6381,6381,Advanced,Advanced,Y,,,,,Point,"40.3214",-75.6524,NAD83,"81 FARMINGTON AVENUE",,21704,Boyertown,"19512","42011",Berks
"42001061002",1195560,PA,Wastewater,Treatment Plant,Receiving Collection,11429,11429,Advanced,Advanced,Y,,,,,Point,"40.3197",-75.6011,NAD83,"148 MUNICIPAL DRIVE",,22144,Gilbertsville,"19525-0370","42091",Montgomery
"42001063001",1227184,PA,Wastewater,Treatment Plant,Receiving Collection,2330,2330,Advanced,Advanced,Y,,,,,Point,"40.3631",-76.1847,NAD83,"498 NORTH WATER STREET",,23324,Womelsdorf,"19567-1108","42011",Berks
"42001069001",1195569,PA,Wastewater,Treatment Plant,Receiving Collection,114667,114667,Advanced,Advanced,Y,,,,,Point,"40.3236",-75.9335,NAD83,RT 10  MORGANTOWN RD,,22870,Reading,"19607","42011",Berks
"42001070001",1227185,PA,Wastewater,Treatment Plant,Receiving Collection,3434,3434,Advanced,Advanced,Y,,,,,Point,"40.4109",-76.4861,NAD83,JONESTOWN RD,,22326,Jonestown,"17038","42075",Lebanon
"42001070002",425805,PA,Wastewater,Treatment Plant,Receiving Collection,818,818,Secondary,Secondary,,,,,,Point,"40.4515",-76.5144,NAD83,"3111 STATE ROUTE 72",,22326,Jonestown,"17038","42075",Lebanon
"42001073001",1195572,PA,Wastewater,Treatment Plant,Receiving Collection,2389,2389,Raw,Raw,Y,,,,,Point,"40.4018",-76.141,NAD83,WEST END PLANT,ROUTE 209 SOUTH,22847,Pottsville,"17901-7163","42107",Schuylkill
"42001077001",1195577,PA,Wastewater,Treatment Plant,Receiving Collection,10939,10939,Advanced,Advanced,Y,,,,,Point,"40.2056",-76.7172,NAD83,LAWRENCE STREET AND MUD PIKE,,22565,Middletown,"17057-1499","42043",Dauphin
"42001078001",1195578,PA,Wastewater,Treatment Plant,Receiving Collection,5110,5110,Advanced,Advanced,,,,,,Point,"40.439",-75.8938,NAD83,WILLOW CREEK RD,,22870,Reading,"19601","42011",Berks
"42001081001",1195580,PA,Wastewater,Treatment Plant,Receiving Collection,5159,5159,Advanced,Advanced,Y,,,,,Point,"40.7226",-75.3946,NAD83,RACE & MILL STREETS,,21633,Bath,"18014","42095",Northampton
"42001085001",1195584,PA,Wastewater,Treatment Plant,Receiving Collection,2038,2038,Advanced,Advanced,,,,,,Point,"39.9065",-76.1902,NAD83,QUARRYVILLE WWTP,,22697,New Providence,"17560","42071",Lancaster
"42001087001",1195586,PA,Wastewater,Treatment Plant,Receiving Collection,0,0,Secondary,Secondary,,,,,,Point,,,NAD83,RIDGE RD,T-770,,,,,
"42001097001",1195595,PA,Wastewater,Treatment Plant,Receiving Collection,3682,3682,Advanced,Advanced,Y,,,,,Point,"40.8723",-75.7885,NAD83,EAST OF SR 93 ALONG RAILROAD TRACKS,,22663,Nesquehoning,"18240-1511","42025",Carbon
"42001100003",1195599,PA,Wastewater,Treatment Plant,Receiving Collection,1357,1357,Advanced,Advanced,,,,,,Point,"40.2815",-76.5906,NAD83,"777 S. LINGLE RD",,21767,Campbelltown,"17010","42075",Lebanon
"42001100004",1195600,PA,Wastewater,Treatment Plant,Receiving Collection,271,271,Advanced,Advanced,,,,,,Point,"40.2195",-76.5434,NAD83,ELIZABETHTOWN RD,PA 241,22405,Lawn,"17041","42075",Lebanon
"42001100005",1195601,PA,Wastewater,Treatment Plant,Receiving Collection,406,406,Advanced,Advanced,,,,,,Point,"40.2404",-76.5083,NAD83,MOUNT GRETNA RD,,,,"17015",,
"42001104001",1195604,PA,Wastewater,Treatment Plant,Receiving Collection,4408,4408,Advanced,Advanced,,,,,,Point,"40.5889",-76.555,NAD83,"326 E GRAND AVE",,23163,Tower City,"17980","42107",Schuylkill
"42001111001",1195607,PA,Wastewater,Treatment Plant,Receiving Collection,1043,1043,Secondary,Secondary,Y,,,,,Point,"40.7484",-76.3408,NAD83,"761 AIRPORT ROAD",,22165,Gordon,"17936","42107",Schuylkill
"42001112001",1195608,PA,Wastewater,Treatment Plant,Receiving Collection,358,358,Secondary,Secondary,,,,,,Point,"40.682",-76.0099,NAD83,S KOCH ST,,22698,New Ringgold,"17960","42107",Schuylkill
"42001113001",1195609,PA,Wastewater,Treatment Plant,Receiving Collection,3288,3288,Advanced,Advanced,Y,,,,,Point,"40.6195",-76.3822,NAD83,"423 WEST MAIN ST",,23168,Tremont,"17981","42107",Schuylkill
"42001114001",1195610,PA,Wastewater,Treatment Plant,Receiving Collection,24744,24744,Advanced,Advanced,Y,,,,,Point,"40.2837",-76.6837,NAD83,"670 CLEARWATER RD",,22239,Hershey,"17033-2453","42043",Dauphin
"42001118001",1195611,PA,Wastewater,Treatment Plant,Receiving Collection,1229,1229,Advanced,Advanced,,,,,,Point,"40.2437",-76.0741,NAD83,"235 E SWARTZVILLE RD",,21935,Denver,"17517","42071",Lancaster
"42008012001",3525377,PA,Wastewater,Treatment Plant,Receiving Collection,655,655,Advanced,Advanced,Y,,,,,Point,"40.6168",-76.0608,NAD83,RTE 895,,,,"17922",,
"42008012009",3526076,PA,Wastewater,Treatment Plant,Receiving Collection,0,0,Secondary,Secondary,,,,,,,,,,,,,,,,
"42008012010",3526096,PA,Wastewater,Treatment Plant,Receiving Collection,0,0,Secondary,Secondary,,,,,,,,,,,,,,,,
"42008012020",3528556,PA,Wastewater,Treatment Plant,Receiving Collection,1316,1316,Secondary,Secondary,,,,,,Point,"39.9859",-79.8712,NAD83,ROUTE 166,VILLAGE OF ALLISON,22885,Republic,"15475","42051",Fayette
"42008012022",3529996,PA,Wastewater,Treatment Plant,Receiving Collection,1277,1277,Secondary,Secondary,,,,,,Point,"40.6522",-75.6139,NAD83,"5300 KIDSPEACE DRIVE",,22755,Orefield,"18069","42077",Lehigh
"42008012023",3531296,PA,Wastewater,Treatment Plant,Receiving Collection,1535,1535,Secondary,Secondary,Y,,,,,Point,"41.6455",-80.4332,NAD83,"13609 HARTSTOWN RD",,22448,Linesville,"16424","42039",Crawford
"45000057001",1156998,SC,Wastewater,Treatment Plant,Receiving Collection,664,664,Advanced,Advanced,,,,,,Point,"34.3028",-80.9639,NAD83,"6348 PEACH ST",,23820,Ridgeway,"29130","45039",Fairfield
"45000074001",1157007,SC,Wastewater,Treatment Plant,Receiving Collection,1799,1799,Advanced,Advanced,,,,,,Point,"34.5658",-79.5717,NAD83,BRANCH RD,,23592,Clio,"29525","45069",Marlboro
"45000076001",1157008,SC,Wastewater,Treatment Plant,Receiving Collection,5830,5830,Secondary,Secondary,,,,,,Point,"33.6078",-80.5211,NAD83,"375 Warrier Drive",,23633,Elloree,"29047","45075",Orangeburg
"45000081002",1157012,SC,Wastewater,Treatment Plant,Receiving Collection,553,553,Advanced,Advanced,,,,,,Point,"33.2097",-80.4594,NAD83,HARLEYVILLE-PO BOX 35,,23677,Harleyville,"29448","45035",Dorchester
"45000082001",1157013,SC,Wastewater,Treatment Plant,Receiving Collection,387,387,Advanced,Advanced,,,,,,Point,"34.5917",-80.6611,NAD83,OFF HART ST,,23679,Heath Springs,"29058","45057",Lancaster
"45000083001",1238526,SC,Wastewater,Treatment Plant,Receiving Collection,1134,1134,Advanced,Advanced,,,,,,Point,"34.6333",-80.4,NAD83,TOWN OF JEFFERSON-PO BOX 306,,23699,Jefferson,"29718","45025",Chesterfield
"45000084002",1238527,SC,Wastewater,Treatment Plant,Receiving Collection,1314,1314,Secondary,Secondary,,,,,,Point,"34.3444",-79.1594,NAD83,TOWN OF LAKE VIEW-P.O.BOX 824,,23713,Lake View,"29563","45033",Dillon
"45000101001",1157029,SC,Wastewater,Treatment Plant,Receiving Collection,752,752,Secondary,Secondary,,,,,,Point,"33.4844",-81.2947,NAD83,SEC HWY 39 SW SPRINIGFIELD,,23856,Springfield,"29146","45075",Orangeburg
"45000101002",1157030,SC,Wastewater,Treatment Plant,Receiving Collection,501,501,Secondary,Secondary,,,,,,Point,"33.5056",-81.2711,NAD83,MAGNOLIA LN,,,,"29506",,
"45000103001",1157032,SC,Wastewater,Treatment Plant,Receiving Collection,836,836,Secondary,Secondary,,,,,,Point,"32.6919",-80.8428,NAD83,"1 MILE N OF TOWN",,23909,Yemassee,"29945","45049",Hampton
"45000104002",1157033,SC,Wastewater,Treatment Plant,Receiving Collection,79652,79652,Advanced,Advanced,Y,,,,,Point,"33.9442",-81.0267,NAD83,.5 MI N OF JUNCT OF CONGAREE C,,23574,Cayce,"29171","45063",Lexington
"45000106001",1157034,SC,Wastewater,Treatment Plant,Receiving Collection,1433,1433,Advanced,Advanced,,,,,,Point,"33.3572",-80.6783,NAD83,OFF KIZER RD,,23560,Bowman,"29018","45075",Orangeburg
"45000107001",1157035,SC,Wastewater,Treatment Plant,Receiving Collection,1194,1194,Secondary,Secondary,,,,,,Point,"33.2314",-80.8442,NAD83,HUNTER ST,,23562,Branchville,"29432","45075",Orangeburg
"45000109001",1157036,SC,Wastewater,Treatment Plant,Receiving Collection,1992,1992,Secondary,Secondary,,,,,,Point,"35.1436",-81.8733,NAD83,"295 JERRY COPELAND DR",,23583,Chesnee,"29323","45083",Spartanburg
"45000111001",1157037,SC,Wastewater,Treatment Plant,Receiving Collection,1494,1494,Secondary,Secondary,,,,,,Point,"34.3333",-82.3867,NAD83,TOWN OF DUE WEST-PO BOX 278,,23620,Due West,"29639","45001",Abbeville
"45000113001",1157040,SC,Wastewater,Treatment Plant,Receiving Collection,2656,2656,Secondary,Secondary,,,,,,Point,"33.7527",-79.4474,NAD83,ROAD 545-444,,23680,Hemingway,"29554","45089",Williamsburg
"45000114001",1157041,SC,Wastewater,Treatment Plant,Receiving Collection,1716,1716,Secondary,Secondary,,,,,,Point,"33.3217",-80.4083,NAD83,P O Box 1108,,23685,Holly Hill,"29059","45075",Orangeburg
"45000117001",1157044,SC,Wastewater,Treatment Plant,Receiving Collection,28822,28822,Secondary,Secondary,,,,,,Point,"33.8417",-79.4417,NAD83,END OF SR S-21-505 NEOF CITY,,23703,Johnsonville,"29555","45041",Florence
"45000118001",1157046,SC,Wastewater,Treatment Plant,Receiving Collection,2546,2546,Secondary,Secondary,,,,,,Point,"34.8275",-81.6797,NAD83,"520 ALMAN ST",,23705,Jonesville,"29353","45087",Union
"45000119001",1157047,SC,Wastewater,Treatment Plant,Receiving Collection,4098,4098,Secondary,Secondary,,,,,,Point,"34.1303",-80.1292,NAD83,SECONDARY RD #449,,23714,Lamar,"29069","45031",Darlington
"45000120001",1157048,SC,Wastewater,Treatment Plant,Receiving Collection,23161,23161,Secondary,Secondary,Y,,,,,Point,"34.9476",-82.123,NAD83,"160 GROCE RD",,23739,Lyman,"29365","45083",Spartanburg
"45000126001",1157051,SC,Wastewater,Treatment Plant,Receiving Collection,8412,8412,Secondary,Secondary,,,,,,Point,"32.4831",-80.9733,NAD83,End of Preacher Street,,23818,Ridgeland,"29936","45053",Jasper
"45000128001",1157052,SC,Wastewater,Treatment Plant,Receiving Collection,6862,6862,Advanced,Advanced,,,,,,Point,"33.6067",-80.3383,NAD83,P O Box 217,,23861,Summerton,"29148","45027",Clarendon
"45000136001",1157053,SC,Wastewater,Treatment Plant,Receiving Collection,2767,2767,Advanced,Advanced,,,,,,Point,"35.1019",-81.5733,NAD83,"167 RAILROAD AVE",,23550,Blacksburg,"29702","45021",Cherokee
"45000137003",1157054,SC,Wastewater,Treatment Plant,Receiving Collection,3376,3376,Secondary,Secondary,,,,,,Point,"34.735",-80.0883,NAD83,TWN OF CHESTERFIELD-PO BOX 350,,23585,Chesterfield,"29709","45025",Chesterfield
"45000138001",1157055,SC,Wastewater,Treatment Plant,Receiving Collection,6641,6641,Secondary,Secondary,,,,,,Point,"32.8167",-81.2333,NAD83,"52 Railroad Avenue",,23635,Estill,"29918","45049",Hampton
"45000140001",1157056,SC,Wastewater,Treatment Plant,Receiving Collection,21929,21929,Secondary,Secondary,,,,,,Point,"32.9956",-81.3128,NAD83,"1700 FT SW OF SC RD S-3-129",,23532,Allendale,"29810","45005",Allendale
"45000142001",1238528,SC,Wastewater,Treatment Plant,Receiving Collection,2045,2045,Advanced,Advanced,,,,,,Point,"35.0242",-82.0686,NAD83,"1350 COMPTON RD",,23691,Inman,"29349","45083",Spartanburg
"45000145001",1157058,SC,Wastewater,Treatment Plant,Receiving Collection,6444,6444,Secondary,Secondary,,,,,,Point,"34.5517",-80.58,NAD83,"695 COUNTRY CLUB RD",,23706,Kershaw,"29067","45057",Lancaster
"45000147002",1157060,SC,Wastewater,Treatment Plant,Receiving Collection,7416,7416,Secondary,Secondary,,,,,,Point,"35.175",-82.1867,NAD83,"301 FAIRWINDS RD",,23717,Landrum,"29356","45083",Spartanburg
"45000148001",1157061,SC,Wastewater,Treatment Plant,Receiving Collection,7748,7748,Secondary,Secondary,,,,,,Point,"34.3361",-79.4186,NAD83,"107 NW RAILROAD AVE",,23720,Latta,"29565","45033",Dillon
"45000150001",1157063,SC,Wastewater,Treatment Plant,Receiving Collection,5113,5113,Advanced,Advanced,,,,,,Point,"33.9167",-82.2667,NAD83,"212 AIRPORT RD",,,,"29835",,
"45000152001",1157064,SC,Wastewater,Treatment Plant,Receiving Collection,2581,2581,Advanced,Advanced,,,,,,Point,"33.8214",-78.7167,NAD83,"1600 24TH AVE S",,,,"29582",,
"45000152002",1157065,SC,Wastewater,Treatment Plant,Receiving Collection,13282,13282,Advanced,Advanced,,,,,,Point,"33.8322",-78.6872,NAD83,"1121 2ND AVE S",,,,"29582",,
"45000153001",1157066,SC,Wastewater,Treatment Plant,Receiving Collection,2324,2324,Secondary,Secondary,,,,,,Point,"34.9181",-81.7356,NAD83,GRACELAND DR,,23788,Pacolet,"29372","45083",Spartanburg
"45000155002",1238529,SC,Wastewater,Treatment Plant,Receiving Collection,2630,2630,Advanced,Advanced,,,,,,Point,"33.1867",-80.5767,NAD83,"125 HEATHERWOOD DR",,23829,Saint George,"29477","45035",Dorchester
"45000160001",1157067,SC,Wastewater,Treatment Plant,Receiving Collection,5313,5313,Advanced,Advanced,,,,,,Point,"33.365",-81.2758,NAD83,DAVIS ST,,23552,Blackville,"29550","45011",Barnwell
"45000161001",1157068,SC,Wastewater,Treatment Plant,Receiving Collection,5534,5534,Secondary,Secondary,,,,,,Point,"34.0924",-82.5866,NAD83,"125 WALNUT ST",,23566,Calhoun Falls,"29628","45001",Abbeville
"45000162001",1157069,SC,Wastewater,Treatment Plant,Receiving Collection,3268,3268,Secondary,Secondary,,,,,,Point,"35.0075",-81.7847,NAD83,"213 WASHINGTON RD",,23605,Cowpens,"29330","45083",Spartanburg
"45000163001",1157070,SC,Wastewater,Treatment Plant,Receiving Collection,4206,4206,Advanced,Advanced,,,,,,Point,"34.1553",-81.9836,NAD83,AMUSEMENT DR,,,,"29666",,
"45000164001",1157071,SC,Wastewater,Treatment Plant,Receiving Collection,2032,2032,Secondary,Secondary,,,,,,Point,"34.7597",-80.3728,NAD83,TOWN OF PAGELAND-126 N PEARL,,23790,Pageland,"29728","45025",Chesterfield
"45000164002",1157072,SC,Wastewater,Treatment Plant,Receiving Collection,2324,2324,Advanced,Advanced,,,,,,Point,"34.7597",-80.3728,NAD83,TOWN OF PAGELAND-126 N PEARL,,23790,Pageland,"29728","45025",Chesterfield
"45000166001",1157074,SC,Wastewater,Treatment Plant,Receiving Collection,2546,2546,Advanced,Advanced,,,,,,Point,"33.6447",-80.7614,NAD83,ST MATTHEWS-BOX 172,,,,"29135",,
"45000167001",1157075,SC,Wastewater,Treatment Plant,Receiving Collection,2957,2957,Secondary,Advanced,,,,,,Point,"34.0069",-81.7542,NAD83,OLD BOUKNIGHT FERRY RD,,23836,Saluda,"29138","45081",Saluda
"45000168001",1157076,SC,Wastewater,Treatment Plant,Receiving Collection,11068,11068,Secondary,Secondary,,,,,,Point,"34.1231",-79.9503,NAD83,"706 S HILL ST",,,,"29161",,
"45000170001",1157077,SC,Wastewater,Treatment Plant,Receiving Collection,23243,23243,Secondary,Secondary,,,,,,Point,"34.3978",-82.2311,NAD83,DAIRY ST GREENWOOD CO,,23891,Ware Shoals,"29692","45047",Greenwood
"45000171001",1157078,SC,Wastewater,Treatment Plant,Receiving Collection,3826,3826,Secondary,Secondary,,,,,,Point,"34.49",-81.61,NAD83,"60 SUBERTOWN RD",,23902,Whitmire,"29178","45071",Newberry
"45000177002",1157080,SC,Wastewater,Treatment Plant,Receiving Collection,6004,6004,Advanced,Advanced,,,,,,Point,"33.2222",-81.3597,NAD83,OFF SC HWY 3 1.8MI S OF HWY 3,,23540,Barnwell,"29824","45011",Barnwell
"45000178001",1157081,SC,Wastewater,Treatment Plant,Receiving Collection,10585,10585,Secondary,Secondary,Y,,,,,Point,"33.905",-81.545,NAD83,OFF SC HWY 391 IN BATESBURG,,23541,Batesburg,"29006","45063",Lexington
"45000179001",1157082,SC,Wastewater,Treatment Plant,Receiving Collection,11068,11068,Secondary,Secondary,,,,,,Point,"34.2236",-80.2136,NAD83,AT MCGRUIT RD,,23549,Bishopville,"29010","45061",Lee
"45000182002",1157084,SC,Wastewater,Treatment Plant,Receiving Collection,6486,6486,Advanced,Advanced,,,,,,Point,"33.2947",-81.1269,NAD83,NO # GRAPEVINE RD,,23615,Denmark,"29042","45009",Bamberg
"45000187001",1157086,SC,Wastewater,Treatment Plant,Receiving Collection,3763,3763,Secondary,Secondary,,,,,,Point,"34.5614",-80.8961,NAD83,"5803 BROOKLYN RD",,23664,Great Falls,"29055","45023",Chester
"45000188001",1157087,SC,Wastewater,Treatment Plant,Receiving Collection,7416,7416,Advanced,Advanced,Y,,,,,Point,"32.8472",-81.1042,NAD83,SALUDA ST,,23675,Hampton,"29924","45049",Hampton
"45000194001",1157092,SC,Wastewater,Treatment Plant,Receiving Collection,3192,3192,Secondary,Secondary,,,,,,Point,"34.6725",-79.5353,NAD83,"210 E GIBSON AVE",,,,"29570",,
"45000195001",1157093,SC,Wastewater,Treatment Plant,Receiving Collection,18816,18816,Advanced,Advanced,,,,,,Point,"33.6667",-80.2294,NAD83,"1 WASTEWATER LN",,23741,Manning,"29102","45027",Clarendon
